,tweets
7016,"racist at the core, but also sexist at the core. cariol horne was fired for simply trying to PREVENT police brutali… https://t.co/LX4lL0ohvm"
7017,The Blue Wall of Silence Is Starting to Crack https://t.co/80SDh6c8wB
7018,"@piersmorgan 1st,Americans mostly are mentally weak so it is hard for them to give up guns. 2nd,police brutality is… https://t.co/bVZqxn7B5l"
7019,@JYSexton It's absolutely shocking to me that this is how Americans choose to live. News of yet another mass shooti… https://t.co/ROv7tswsZg
7020,How do I do all of that when my anxiety is at a high because gun violence is its biggest trigger (ooof. We need a b… https://t.co/2ptEyI8SrA
7021,"tw // murder , police brutality https://t.co/7jed8ekYmK"
7022,@TorraineWalker @VanLathan @marclamonthill I strongly believe that more attention that we give to the problem of po… https://t.co/RCHnFcpV7h
7023,"America is in a state of constant mourning. Mass shootings, police brutality, hate crimes; violence has too often b… https://t.co/NITwPFRaTh"
7024,"""This support was also crucial in the conceptualisation of our incident reporting tool on police brutality"" - Digit… https://t.co/Awla9OaHfb"
7025,"Now that craze from the pandemic isn’t doing numbers anymore, the media has moved their focus back to police brutality."
7026,"Adam Toledo, a teenager, fatally shot by police with his hands raised

The past week shows multiple human rights vi… https://t.co/jlERVKhPKr"
7027,“You son of a b*tch!”: The obligatory “Geraldo and Dan Bongino fight over police brutality” clip https://t.co/6OLxyxsQGk
7028,"tw// police brutality , shooting 
-
-
-
this post is just a warning to make sure you turn off your auto play so you… https://t.co/RWvgZbp8f5"
7029,"TW // police brutality , death
republicans will say ""well police killed this one white kid too, they're not racist""… https://t.co/P6JyNaDYtb"
7030,Mass shootings and police brutality are so American it’s sickening. Has there been one day this week without one or… https://t.co/yFXYaN0uSk
7031,@hannahtheyogi @slpng_giants @DrPhilGoff A 16-yo white kid was killed recently and people against police brutality… https://t.co/QGhve87int
7032,@MrAndyNgo You know - I know your whole schtick is exposing left wing narratives and I think that should be done.… https://t.co/dr12QVPdLv
7033,"tw // police brutality , shooting , death

Adam Toledo was a 13 year old hispanic kid who was shot and killed by th… https://t.co/KJ0AcfrTJQ"
7034,@pmarriott @rjjago I had a protester randomly (I hope??) throw a salt shaker through my apartment window after the… https://t.co/DJJmzdOrle
7035,"The curfew has had various socioeconomic impacts especially on persons who live hand to mouth. Moreover, police bru… https://t.co/w62RDTrBP8"
7036,"Karen's--- The police were wrong to shoot that 13 year old, police brutality 

Also Karen's seeing a 13 yr old walk… https://t.co/PwjhQ4viYy"
7037,@qweensugah @BuhRayUhh Completely agreed. It was weird and awkward. It was like KV decided to do one episode dedica… https://t.co/WB7q7iu31i
7038,you go girl! end police brutality!😜 https://t.co/tL4qxZLoC7
7039,like watching grown men die at the hands of police brutality?? infuriating. just absolute rage from the injustice t… https://t.co/oGxadcxFgf
7040,@HonestLeYo Yep. Very seldom do I watch the videos of police brutality. The last one I watched had me so angry my b… https://t.co/e12wgooTS6
7041,Dear white friends. Plz do not share pics and videos of police brutality as this is very harmful to our black frien… https://t.co/6GXgTgYkc2
7042,wow she ended police brutality with a cupcake https://t.co/VlrTELpGHs
7043,Listen to the most recent episode of my podcast: Police Brutality  https://t.co/qa0k2WLoM4
7044,@kylenabecker GQP logic: a group that fights for social justice and fights against police brutality is a leftist pl… https://t.co/6AF1zHQ7ZT
7045,"""The Blue Wall of Silence Is Starting to Crack""

https://t.co/Tyeu34Trhu"
7046,Just posted a photo @ Police Brutality https://t.co/ejNnnnEydR
7047,@djhammer04 @red_reedy @damienwoody It’s funny because I’m sure police use them and don’t you say police brutality… https://t.co/MD867s2gJa
7048,The shady details in the story of #LindaniMyeni's death are infuriating. It makes me want to unsubscribe to the ide… https://t.co/9zANicchdC
7049,I’m not watching none of them videos on police brutality that shit really affects my mental &amp; it depresses me I can’t watch it🤯
7050,"@Karen_Santiago1 @kylegriffin1 1 His response to police brutality so far
2 His bombings of the middle east
3 His re… https://t.co/Gyt1VYqiG6"
7051,EGAN:  The Blue Wall of Silence Is Starting to Crack https://t.co/kkfpEUSQzn
7052,"@KirbyTheGamer2 Looking at blatant police brutality and still saying that we DON'T live in a dystopian hellscape, a… https://t.co/FPICYwjd08"
7053,A comment I’ve heard often on the Internet and at conventions about my gun builds: “Don’t wave that around or you’l… https://t.co/NbrCcgAy7Z
7054,@jasmine_r32 damn the police went from a few publicly known instances of police brutality to multiple per day
7055,@Jdowlin @AllenEagles27 Not sure societal injustices are partisan. I think most of not all Americans can agree that… https://t.co/B5NCe1c801
7056,@reynoldsgareth ever notice 100% of police brutality incidents involve cops?
7057,"Police brutality, systemic racism, and a hidden ideology helped shape American policing - Vox Extraordinary article… https://t.co/jckyw4JoLF"
7058,We can't underestimate the danger of the narratives that the media (&amp; celebrities) are creating around police bruta… https://t.co/LSKay97mtv
7059,I’m sorry y’all have to see what I’m replying to people. (Videos of police brutality). I hate seeing them but I wan… https://t.co/O0WWKGXwCN
7060,"#BlackMaternalHealthWeek
by a police officer to inflict her On the ground, then kneeling on her and starting to hit… https://t.co/Lyj81PJBEs"
7061,@Goofyfid @Lonelys66131651 @DuneHigh @michaelaceves9 @DivinoNinoband @UROCKlive1 GO RIOT BITCH. GO FUCKING PROTEST POLICE BRUTALITY
7062,@Cracker_Smasher @laizalott @Hbomberguy @Zorak3245 Running isn’t an indication of guilt in a world where cops shoot… https://t.co/9aGe5ZOqB1
7063,my least favourite harrow boy on the mayoral ballot really put increase police brutality on his manifesto and just ran with it
7064,lindsay ellis could be using her platform to speak on current events and encourage people to take action against po… https://t.co/KoleIpinXK
7065,So let's cry and get angry about all the lives lost and all the communities touched by the trauma that is police br… https://t.co/SKv32IYbEb
7066,@bomubff it’s abt racism and police brutality (i only watched the movie) and i’ve heard the book is a lot better
7067,@franifio Imagine if there was a major infrastructure change that ended lawsuits against the police that waste tax… https://t.co/ealqfNwcnD
7068,If anyone wants to know why I always look so mad it’s because police brutality #RIPDAUNTEWRIGHT
7069,"Terrifying and sickening to think about all the victims of police brutality that resulted in death, and went on to… https://t.co/SQxMLeeXob"
7070,@GovTimWalz They literally could return to their homes instead of occupying the streets of Mpls and Brooklyn Center… https://t.co/U1VWsqyv39
7071,@dearhaks yeah and also police brutality n stuff
7072,Am I the only one that has noticed police brutality increase in the last couple days? Almost every day someone new… https://t.co/pflTAWRjLO
7073,Is it me? they use the police as a weapon as well. When the wife said “the police are on their way let's see how th… https://t.co/IqchUFt5xy
7074,white people dont make jokes about police brutality challenge
7075,"// death, murder, police brutality
people are justifying adam toledo's death because he ""had a gun"" and ""shouldn't… https://t.co/F0dgqtctey"
7076,Maybe we’re framing this police reform stuff poorly. A lot of people feel like “police brutality” just isn’t their… https://t.co/Iqn3eWaCjM
7077,"// death , police brutality , guns , shooting https://t.co/IHEin6NOEB"
7078,It’s so upsetting that going back to “normal” includes continued police brutality and mass shootings. This cannot a… https://t.co/QAcFrqvc1J
7079,Seeing so many white people treat police brutality like a new issue for Black people is honestly jaw dropping
7080,"@elias_stein It’s always been odd to me that we focus in on only part of the data, I mean you are correct in saying… https://t.co/96i5wz5dn3"
7081,Sad that police brutality and mass shootings are happening every so often 🤦🏾‍♂️ https://t.co/yFD4Oqf7nN
7082,I realized I have been listening to much less NPR this year. In part because the horror show of the 45th administra… https://t.co/bi552xQ2Y4
7083,@nytimes They should only cry police brutality when there is some. This shooting was tragic but justified. Plenty o… https://t.co/TpaVTpHGJR
7084,"@AirAmericaVet65 @NBCNews @NBCNewsTHINK Educate yourself instead of spouting ignorant garbage. 

https://t.co/T4asVoRK3q"
7085,"//police brutality 
.
.
the cop is dead to me. https://t.co/oqoyOUawcS"
7086,Laura Ingraham's DUMB New Theory On Police Brutality https://t.co/P6q6eyJPkr via @YouTube
7087,"6/7  Today, at 87 years of age, he is primarily committed to ending mass incarceration and police brutality. I’m bl… https://t.co/lSRCsvGCzg"
7088,"Why the fuck are we starting this year off with more police brutality &amp; mass shootings? Seriously, when is enough e… https://t.co/VAx0hAW2au"
7089,If you're Latino / Hispanic / Latinx / whatever and it wasn't till NOW that you were angered by police brutality b/… https://t.co/aiPqIvcvSg
7090,@trailblzertripp @HarvesterEAS @DThom010203 @SubToOptimus Don't lump Nika Holbert in with victims of police brutali… https://t.co/C0ikz6Fktr
7091,@ndelriego Pull your head out of your ass.. please! The kid fired shots at a car just minutes earlier. Then ran fro… https://t.co/MyA2idgf9d
7092,The police shot and killed a gang banger shooting at cars. And they still want the police gone. So it's not about s… https://t.co/mEe7vu1HUE
7093,"@ChristianPost Good lord, this is a truly awful (but not surprising) take from the religious right.

Imagine how mu… https://t.co/QJdLIUNden"
7094,"If I catch you refusing to acknowledge police brutality, BLM or racism I will never do business with you: ever. Eve… https://t.co/iRDzDkQnEf"
7095,The Chicago Police Union is really out here GASLIGHTING all of us rn. Police trying to normalize police brutality a… https://t.co/bd0zAmqdB6
7096,"Police brutality and killing is like this Gamestop stock. You think there is no way it can go on, and yet it still does."
7097,Police brutality is an epidemic that must be stopped. No cop should be breaking the arm of an elderly woman with de… https://t.co/UYmE1jcDVy
7098,"tw // police brutality , murder 

oomfs please be careful when searching for information on Adam and turn off auto-… https://t.co/k47ad9sWUd"
7099,"tw // police brutality 

he's was just 13 years old im SICK. https://t.co/C2vdCW44df"
7100,"@djlosada @SingleDad4Life @TheDailyShow @POTUS I was going to approve your point, however, everything that seems to… https://t.co/LWxvzGAeRJ"
7101,I know there are people I respect who disagree with this but in the 30+ years since Rodney King first publicized Am… https://t.co/F0dB56uTcf
7102,police brutality really is. dont act like an activist on twt jst so ur moots dont block u if ur not doing anything in real life??
7103,"idek that man but he always be against the grain, and its nothin wrong with that but police brutality against black… https://t.co/wkSUyUtXay"
7104,You can't push ppl to vote for the architect of the 1994 crime bill who said he wanted to give more $ to police &amp; t… https://t.co/4t0998Vcv7
7105,"Everyone out protesting against police brutality 
But where are the voices for the kids!
I hope you… https://t.co/CbdYpc1UGX"
7106,"@SecretaryPete For once let these not be hollow words. We grieve for the victims and their families, but in truth e… https://t.co/umHXuAaStx"
7107,"2021... WTF!?
We’re returning to normal everyone, so look forward to more mass shootings, police brutality, and apa… https://t.co/mxLNVtBRk5"
7108,"Agreed, Congressman. 
Let’s listen to the scientists also about eradicating police brutality from our police force.… https://t.co/Z7fVO4MU2Q"
7109,"@VABVOX Sean Hannity is what happens when you hire a high school drop out as a news anchor, allowing him to report… https://t.co/ZRDBxSuT4M"
7110,When will enough be enough? How many more lives need to be taken before action is taken against gun violence and police brutality?
7111,"tw // police brutality , murder 

3 weeks . this happened THREE WEEKS AGO https://t.co/mDTmeoRNaT"
7112,"tw // police brutality , murder https://t.co/hAzp01pxmA"
7113,not to be offensive but it seems like a bunch of police brutality cases comes up at once and then there’s a pause f… https://t.co/HSA1xQ6TjM
7114,"Here’s a list of things that DON’T need you privileged douchecanoes to “play Devil’s advocate real quick”:

- racis… https://t.co/I3LHoMTane"
7115,Tom Cotton: I don't actually care about the rule of law. I just love to grandstand and call for the military to tak… https://t.co/gSgs6NSzvb
7116,@vdontdothatv @Ray_bandz2011 @devyonjon @_benjvmins_ Same thing. Blacks face discrimination and do face police  bru… https://t.co/iNRZzFU9Cl
7117,"@Maria_Aluko @FartMasterFlash @axios it wasn't police brutality, watch the fucking clip first"
7118,"// police brutality , child murder , racism https://t.co/IeuyaCpsry"
7119,@GaetenD @StanODonnelShow Crazy when you realize it was Amy who cleared over 25 police officers in 2006 for police… https://t.co/jGfQKnh3qb
7120,so in what ways are communist police going to be different from capitalist police? are we somehow just going to ign… https://t.co/56qIFkXFVw
7121,@nycsouthpaw Easy answer. Remove them. No cops = no cop injuries AND no cases of police brutality. Massive W for America.
7122,@MlSTERNlCEGUY @DuneHigh @Bakari_Sellers Wait 5 minutes ago black people protesting police brutality are terrorists… https://t.co/dkiyjreHxw
7123,"@BRADullo @BubbaWallace That’s awful and terrible and everyone wants it stopped, but it’s not the topic. The topic… https://t.co/wn8VeLMpm9"
7124,there are so many hateful ass laws being passed all over the country while police brutality is once again murdering… https://t.co/wGC0Dcqpas
7125,"If you've ever wondered why black actors go up in arms about being given acting roles of thugs all the time, wonder… https://t.co/iHtQ3abyXJ"
7126,"@Invasionof_Bday @m3rryyyyyy @Nicki_Anaconda_ You realize there’s a such thing as ACTION too right ??, not everythi… https://t.co/IcIFiBMMk8"
7127,"""It's not a coincidence that during the pandemic we have seen reckoning &amp; calls for an end to police brutality...an… https://t.co/TxtErep3GO"
7128,The Blue Wall of Silence Is Starting to Crack https://t.co/X1XpeB3NR2
7129,And some students have commented that increased police presence by a gentrifying force like @CarnegieMellon during… https://t.co/ENrwCEVewu
7130,"This is the time of year where mass shootings, police brutality, etc are going to be broadcasted heavily on mass me… https://t.co/gUpKY3DOGL"
7131,"News in the US: 
Day 1: Mass shooting
Day 2: Police brutality
Day 3: Mass shooting
And it goes on and on until you'… https://t.co/ln1GCPT1Vg"
7132,it''ll b incomprehensible to me how victims are investigated in an act of police brutality how dare u? if u are a p… https://t.co/iYt8ymYYZS
7133,@LvlyMusic @MeganStalin @AshleeMPortis @michele_norris 1. there are plenty of organizations working to fight crime… https://t.co/zkW2CxDUGz
7134,"tw // police brutality
Barely anyone follows me but i have made some really good friends so far on here and i just… https://t.co/LDCBOgrqjm"
7135,£2/month for families who lost loved ones to police brutality. https://t.co/dyIRlvO9Fe
7136,@roderickgraham I agree that the broader politics of the leaders or founders is a bad reason to dismiss the concern over police brutality.
7137,Another year as I sit here and go off once again about police brutality in the midst of pretty much everything else… https://t.co/oXistVyETl
7138,@mark65097973 @SphynkCat @Nywolfman1962 @AttorneyCrump He's a racist!?  From your tweet its VERY obvious WHO the tr… https://t.co/Fdqfal8fCp
7139,"As someone raised in NYC who now lives in the South, I can say with confidence that the police brutality Black &amp; Br… https://t.co/EUgmEenzBv"
7140,"tw // police brutality , murder 

non-hispanic oomfs it would be really appreciated if you could help spread inform… https://t.co/i9jtpy6ejs"
7141,I was glad to do my small part in helping to create and facilitate an implicit bias/microaggression training for… https://t.co/R4w2011bRC
7142,.@Trevornoah had my guy @DaShade on the @TheDailyShow last night RE: The Talk ... props to @ComedyCentral for featu… https://t.co/u1MiXTMljG
7143,"(Cont..)
harassment from City Council Askaris, drainage, SGBV, high rate of unemployment, harassment from Nyumba ku… https://t.co/bQ7QVPucIN"
7144,"@Romkinz @kthxbye_guy @EricLevitz Would you support free universal access to mental healthcare, like in a Medicare… https://t.co/Xc8MDepvb8"
7145,@ThePrivateTruth @ev1dentLEE @MrAndyNgo AGAIN none of us our angels. You cannot start judging others when you don’t… https://t.co/f7mbgQjCas
7146,The Blue Wall of Silence Is Starting to Crack https://t.co/fdSVTSSQoN
7147,"@ThatWokeAuntie @doc_haliday @Trdosrcnez @VanLathan @marclamonthill You must be new to reality, educate yourself on… https://t.co/9Zuke6uK7f"
7148,"Rich white guy sees no reason to ""defund"" police as long as he's personally safe from death by cop. Time to call ou… https://t.co/e7w3M711jN"
7149,"@Superninfreak @kthxbye_guy @EricLevitz Instead of the war on men, maybe give them a chance at getting better menta… https://t.co/5Dmh5ZE0xU"
7150,"@SavvyRinu I'm going thru the comments,
Some Nigerians sha...

Even if the guy is guilty of any crime, ask yourself… https://t.co/pP91h2o5Nz"
7151,"Our reminder that police brutality is just the by-product of the prison systems we have built in this country. 
We… https://t.co/l1PqjCQlsC"
7152,"Hello lovelies, finding it hard to tweet today. Police brutality, institutional racism, it’s too much. We need just… https://t.co/aR2nK5phlx"
7153,@AsIfIHadWings @3_Song_Sunshine @TrishaLinville1 I worry about how young people are dealing w/stress of gun violenc… https://t.co/i9wqgjJeGb
7154,@marviespallerc That's crazy on 2 levels obviously the police brutality but Walmart usually lets them pay for the i… https://t.co/LUmR4VhE3o
7155,@akilahgreen @arneduncan 100% agree the police killed him. We all can agree with that. But I save my rage for them… https://t.co/qLlEKNfgGA
7156,american leaders and lawmakers: “police brutality and gun violence is so awful we will push for reform!!” https://t.co/iJ8IDfVb33
7157,The news of the 13 year old latino boy Adam Toledo who got shot in chicago is devastating! Many prayers to his fami… https://t.co/x7mIDJmxVQ
7158,"// shooting, death, police brutality https://t.co/pN9DooncxG"
7159,"//police brutality, gun violence

this is genuinely so heartbreaking. please take your time to educate yourself on… https://t.co/ctFzluAdlC"
7160,"I don’t care if he had fentanyl in his system, what Chauvin did was illegal. We’re talking about police getting awa… https://t.co/kZ0kaJf8X1"
7161,"I just realized that the reason folks don't go ""stop ALL hate"" to counter stop Asian hate like they did with BLM is… https://t.co/Cwb31uES86"
7162,Really wish Twitter had a queue feature. It somehow feels disingenuous to post outrage about police brutality and m… https://t.co/CU94scwo49
7163,@JackieGrizzard @JacquesRentzke @TishaS04 @VanJones68 So no accountability for anyone? LOL man your logic is askew.… https://t.co/ka0uCOISer
7164,"Once again police brutality rears its disgusting head. 

It doesn't matter what a BIPOC does in the presence of a c… https://t.co/5Nkr5iOqOX"
7165,"TW death, police brutality, gun violence
I'm tired. I'm so very tired. https://t.co/raVMgcNU2R"
7166,@rickric97055506 @WalquistScott @VoteBlue4Us @WineLoverSF @JakeLobin Nothing to do whether you want it or not. The… https://t.co/7tAj1Cu2Qg
7167,@Evry1CnGtIt @IWriteAllDay_ Blue Bloods is trash but Chicago PD is worse. They straight up show the main crew doing… https://t.co/S7oiGy2H0N
7168,"// police brutality , child death

-
-
-
-
-
why are you justifying the murder of a defenseless child? hold the pol… https://t.co/TRxuRytHfD"
7169,"Amazon forcing us to watch another show/movie of black people trauma with racism, police brutality, and slavery https://t.co/b1p5BTXebg"
7170,@AOC @diannemando Police unions aren't helping either. They offer collective bargaining agreements that is making d… https://t.co/u0aybX1hmW
7171,"A little kid, one who complied to everything the officers were telling him to do, yet he got shot and killed by pol… https://t.co/Cp8HCUDQWy"
7172,"tw shooting police brutality 

if you’re looking through the #AdamToledo hashtag for information, please be careful… https://t.co/qkhZa6vhnu"
7173,"When this started, libertarians said, ""Well, police brutality is a problem!"" Leftists responded with, ""police bruta… https://t.co/EdnW80Ml14"
7174,Y'all was fiending for Biden to be pres. Then suddenly police brutality went up. Then he signs an executive order f… https://t.co/DA0OML0Xuc
7175,"@L1V3FRMTHEBSMT @TheSandyRandy @TheElectricZero @lapislazuley Btw, boy, just clearing it up, I responded to ur resp… https://t.co/p8t4pVWIDD"
7176,Opinion | The Blue Wall of Silence Is Starting to Crack - The New York Times https://t.co/1RQ5LxDYXJ
7177,"@Romkinz @kthxbye_guy @EricLevitz How would you significantly reduce police brutality, stop suicides by firearms, and reduce mass shootings?"
7178,"@jamestalarico Thank you! 
More on the story on Javier Ambler's death and this legislation.
https://t.co/ryDlOUpf46"
7179,"Wed Jun 03 2020 Tampa, Florida - Police deployed impact munitions and pepper spray against protesters before mass a… https://t.co/baLUzuSiX1"
7180,tw police brutality death — there’s a very graphic video going around within the #adamtoledo tag pls be sure to tur… https://t.co/n1wFWyV8IX
7181,But reform is already in place and police brutality is STILL an issue. Defund the police and invest in social progr… https://t.co/mEVNp47BBG
7182,"The Blue Wall of Silence Is Starting to Crack: Police say, ‘This is not who we are.’ Prove it.  https://t.co/awWS1mfKvE"
7183,"They have cures for viruses. But they ain’t found one for police brutality...it’s there, and it’s called accountability."
7184,"cw // police brutality
.
.
.
I'm so fucking tired. I can't believe I had to explain to two grown ass men why a cop… https://t.co/2qevXSej76"
7185,"We need better mental health care and we need it right now; for trans and queer folks, for people of color, for eve… https://t.co/340cSiz5of"
7186,"//tw police brutality, shooting https://t.co/nJ2krDn2JB"
7187,"So the American Dream is Mass Shootings, Police Brutality, and Racism? Because that seems to be the most powerful themes in the plot...."
7188,"This group of people : *Fighting against injustice and police brutality*

This group of people : *Fighting to not wear a mask*"
7189,"police brutality , black death //

and god i am SO MAD THAT when someone dies in police custody their first respons… https://t.co/ctfa6IxGQc"
7190,"We need justice for Adam Toledo, Daunte Wright, George Floyd, Breonna Taylor, and every person of color murdered by… https://t.co/6RjDnrjad8"
7191,@bugpimpin @spicoli0525 @PanemEtRosas @crumbum666 @bemusedcentrist @alsocourier11s1 @MrAndyNgo I think more people… https://t.co/hmdSdga9zy
7192,"@justsayye100 @BarackObama I work to educate myself everyday. I would suggest the same for you.
Racism is a belief.… https://t.co/3Foj1wnkOY"
7193,The Blue Wall of Silence Is Starting to Crack https://t.co/iYFXnjTSP9
7194,Cardi B Has Some Words About Police brutality. #pressplay #cardib #iamcardib #stoppolicebrutality #thoughts… https://t.co/SXlNviAdog
7195,@marclamonthill Have you thought of also advocating for the justice of white victims of police brutality?!. They de… https://t.co/kZ4ryN2HLv
7196,"tw // police brutality , shooting , death , violence 
.
.
.
.
.
. https://t.co/dsZIJFYu2V"
7197,Can black people get a “Superbad” or a “Hangover”?? Is that such a difficult ask?? Why can we never see ourselves a… https://t.co/ez27JzpNLS
7198,All cops are bad fucking fight me if you disagree idc no argument could ever justify the amounts of police brutality that still plague us.
7199,"The Blue Wall of Silence Is Starting to Crack. 

Police say, ‘This is not who we are.’ Prove it. 

https://t.co/xTs6P9qRSx"
7200,@nzherald This guy says this thing about a black man who died to police brutality. He's also said this thing about… https://t.co/0seStQBter
7201,"Vice President TikTok Kamala Harris
The 'WAP' hitmaker - who is the daughter of a Dominican father and Trinidadian… https://t.co/q7rvg72v0W"
7202,"Glenn Kirschner, MSNBC legal analyst and YouTube host, joins us next to talk about the two horrifying police brutal… https://t.co/RyBwlRLtck"
7203,@LeonydusJohnson The amazing part to me is how much the media control narrative. If they wanted to paint police bru… https://t.co/9HJZBgMFrh
7204,@elche1123 @LoveNotFear42 @trabyss89 @JonoGallagher @RepMikeQuigley The cop made a huge mistake.  I am not arguing… https://t.co/7OkU7H3kCF
7205,"// police brutality , gun violence , death

#AdamToledo, 13 year old hispanic kid, was shot and killed by police in… https://t.co/hNMY6S4gDU"
7206,saw somebody say police brutality wasn’t like this in the 90’s. gotta let em be stupid in solitary. https://t.co/bLnIfr84W9
7207,Police brutality is the death penalty without the formality of a trial and verdict
7208,"Police and Military reform

First step
Every One in the military and police should have their online chatter  scrut… https://t.co/d3nnwgrjZs"
7209,"tw // gun violence , police brutality , shooting

#AdamToledo was a 13 year old Hispanic kid. On March 29th, he was… https://t.co/gM5pORwmtA"
7210,"Between COVID, police brutality, &amp; domestic terrorism ..... this decade ain’t off to a hot start"
7211,bruh why was COPS the show ever a thing that shit just desensitized people to police brutality
7212,"@RealMarkDexter @neilhimself As soon as they are black, start protesting police brutality or are an unaccompanied w… https://t.co/Yb6jQc59Fk"
7213,“Cops protect the state. They also are the state. We revere them for the first part. We fear them for the second.”O… https://t.co/yhR4SAbnY7
7214,"In the same way I can speak out against police brutality, I can also love SVU as a show and for shining a light on… https://t.co/52vGLFQUex"
7215,@namssor224 @cambrian_era @della_morte_ And nothing has changed since Tamir. They just want a villain to blame poli… https://t.co/MPq8emdOC0
7216,"TW // police brutality , gun violence

Adam Toledo was a 13-year-old boy who was shot and killed by the police. He… https://t.co/12nINljA2g"
7217,"@TODAYshow @TodayShow 3d hour has a long sourced piece on #PrincePhillip. On the same day, they moved quickly thru… https://t.co/MfntqCHzvj"
7218,"tw // death , police brutality , violence , hate crime https://t.co/mKyubwyiTu"
7219,Biden's silence on police brutality is deafening.
7220,"tw // gun violence , police brutality , shooting , murder 
.
.
.
this is so fucking upsetting 
how do you kill a 13… https://t.co/h04zD2XbOk"
7221,that’s not white might have a gun and you shoot them in the chest ? how is that protecting anyone honestly and all… https://t.co/ZJU6c56lK8
7222,"police brutality , black death , ///

can we please not argue that kim p/tt/r killed on purpose, the fact that it w… https://t.co/E1bGp7vFb7"
7223,Opinion | The Blue Wall of Silence Is Starting to Crack - The New York Times https://t.co/xKZ422335d
7224,That fanbase is nuts if they think the racist Latina can ever speak on black lives or police brutality that lady li… https://t.co/I4aMcJW42j
7225,Just posted a photo @ Stop Police Brutality https://t.co/XvDSH1RxEl
7226,"These people are ridiculous. We are dealing with a pandemic, police brutality and mass shootings but they are worri… https://t.co/hveuLqrsoF"
7227,I did a research project about police brutality with a girl who is super anticop but then I found out today she is… https://t.co/vrpg8OSvfK
7228,"They shot a 13 year old. Didn't even pause. Demanded he stop running and put up his hands, then when he did that, s… https://t.co/Dxt34lOA1R"
7229,"// police brutality , shooting , death

pls dont force ur hispanic moots to talk about this we dont want to https://t.co/HYQLXgWaAj"
7230,"Expense to fatten and line his own pockets, North Korea and his fake romance with Un, threatening witnesses, approv… https://t.co/gTMqXMpFif"
7231,@TorraineWalker @VanLathan @marclamonthill I would like to personally offer my podcast platform to the family of th… https://t.co/4rTGBUwD9G
7232,"@DrawnCornered @ChrisJLarson @mehdirhasan Nice deflection.

It is about the cost of police brutality. 

We talk BIL… https://t.co/RBLwZlmXZI"
7233,@FactTrumpFeel @metztlion @iamafunguy68 @Uryan2112 @RashidaTlaib My apologies. That county voted Republican for jus… https://t.co/T56Tj6CXYK
7234,"tw // police brutality , shooting

my mom thinks that the officer was justified in shooting adam toledo because it… https://t.co/l6GRFhfK8v"
7235,Opinion | The Blue Wall of Silence Is Starting to Crack - The New York Times https://t.co/pSn8THNqD9
7236,"// police brutality , death https://t.co/BzH9pKzzVl"
7237,"for all the media attention on police brutality, you'd think cops would show restraint, but this indicates, when a… https://t.co/QR0JMartzb"
7238,"Like, I've seen no one talking abt how white libs, &amp; white folks in many political factions, were outraged for 2 se… https://t.co/PUPbaGVMRX"
7239,@nbcbayarea Maybe investigate real police brutality crimes.
7240,"// death , police brutality , shooting https://t.co/k2dvFy0Mte"
7241,"Another mass murder.

Continuous, racism and police brutality/murdering. 

Oh. It’s STILL a panoramic."
7242,@POTUS it's time to pass bills on gun and police reform. I'm tired of waking up to mass shooting and police brutali… https://t.co/doEqp87Ply
7243,i hate that my city is known for police brutality/injustice
7244,"Joe Biden ""That video of that 13 year old falling on his a** after getting shot by a cop is so sick,sad and disgust… https://t.co/DTQzMMAoKV"
7245,"@IWriteAllDay_ The worst for that is #Brooklyn99. Watching it in 2014-15, as news stations showed horrific police brutality was surreal."
7246,"Yes, police brutality is still a thing. But on the bright side, it's been a little over 20-years since NYPD police… https://t.co/e0EayZl9LW"
7247,@LivePDDave1 Just wait till the grieving mother goes on CNN crying about police brutality! No one will ask the question where were you?
7248,"// police brutality 

please don’t put the #AdamToledo bodycam footage on the tl we do not need to see a 13 year ol… https://t.co/rB3hKhfgIT"
7249,@JavierG49386328 @_SJPeace_ What makes you think non-MAGA white people don’t want to see Black people brutalized? H… https://t.co/nJazsXY3mS
7250,The Blue Wall of Silence Is Starting to Crack https://t.co/RLNmvJCZhj
7251,@VPS_Reports NOTHING pisses off the cops (and and their supporters) like a protest against police brutality.
7252,@sunnyomoa @BigMcLa06154072 @Crey1959 @sullydish Problem is when black ppl get pulled over 8 times for no reason ot… https://t.co/oXiwAG7nzs
7253,@rontkim Many cops are racist but race is not the essential factor behind police brutality. Kids from all backgroun… https://t.co/9JKDYC8ysq
7254,"We don’t need to see Black, brown, and indigenous youth being murdered to know that the police needs to be abolishe… https://t.co/RW4c9pNrb5"
7255,@Bendersilver21 @AgMohz @AP Stats and data prove that innocent black people aren’t often victims to police brutalit… https://t.co/C8Isiut8HJ
7256,"So America is becoming known around the world for gun violence, police brutality, racism, and hatred. Not at all wh… https://t.co/uMmHYvDAWK"
7257,@CozieCam @LoomInnit @ErikaDaActivist @mjhubbard1 @Andrefor40th Cheering a murderer in support of police brutality?… https://t.co/HPLyRu2DXr
7258,The Blue Wall of Silence Is Starting to Crack https://t.co/jydTWjsoR3 https://t.co/dIyO1tZ2uk
7259,"Americans have become wholly desensitized to violence in civil society, whether it’s hate crimes, mass shootings, o… https://t.co/FUzHj5ohGZ"
7260,"yeah go for the company that caused a listeria outbreak over the company that said ""police brutality bad"" https://t.co/28eaYuDWd1"
7261,@NY_Knux @erikcats @bctrainers @joshuabrustein @WilliamTurton Then neither does police brutality.
